INPUTCURRENCY	RATE	TIME	CATEGORY	RATEENTITY	MEASURES
NGN	END	2019.JAN	ACTUAL	GLOBAL	1
NGN	END	2019.FEB	ACTUAL	GLOBAL	1
NGN	END	2019.MAR	ACTUAL	GLOBAL	1
NGN	END	2019.APR	ACTUAL	GLOBAL	1
NGN	END	2019.MAY	ACTUAL	GLOBAL	1
NGN	END	2019.JUN	ACTUAL	GLOBAL	1
NGN	END	2019.JUL	ACTUAL	GLOBAL	1
NGN	END	2019.AUG	ACTUAL	GLOBAL	1
NGN	END	2019.SEP	ACTUAL	GLOBAL	1
NGN	END	2019.OCT	ACTUAL	GLOBAL	1
NGN	END	2019.NOV	ACTUAL	GLOBAL	1
NGN	END	2019.DEC	ACTUAL	GLOBAL	1
NGN	END	2020.JAN	ACTUAL	GLOBAL	1
NGN	END	2020.FEB	ACTUAL	GLOBAL	1
NGN	END	2020.MAR	ACTUAL	GLOBAL	1
NGN	END	2020.APR	ACTUAL	GLOBAL	1
NGN	END	2020.MAY	ACTUAL	GLOBAL	1
NGN	END	2020.JUN	ACTUAL	GLOBAL	1
NGN	END	2020.JUL	ACTUAL	GLOBAL	1
NGN	END	2020.AUG	ACTUAL	GLOBAL	1
NGN	END	2020.SEP	ACTUAL	GLOBAL	1
NGN	END	2020.OCT	ACTUAL	GLOBAL	1
NGN	END	2020.NOV	ACTUAL	GLOBAL	1
NGN	END	2020.DEC	ACTUAL	GLOBAL	1
NGN	END	2021.JAN	ACTUAL	GLOBAL	1
NGN	END	2021.FEB	ACTUAL	GLOBAL	1
NGN	END	2021.MAR	ACTUAL	GLOBAL	1
NGN	END	2021.APR	ACTUAL	GLOBAL	1
NGN	END	2021.MAY	ACTUAL	GLOBAL	1
NGN	END	2021.JUN	ACTUAL	GLOBAL	1
NGN	END	2021.JUL	ACTUAL	GLOBAL	1
NGN	END	2021.AUG	ACTUAL	GLOBAL	1
NGN	END	2021.SEP	ACTUAL	GLOBAL	1
NGN	END	2021.OCT	ACTUAL	GLOBAL	1
NGN	END	2021.NOV	ACTUAL	GLOBAL	1
NGN	END	2021.DEC	ACTUAL	GLOBAL	1
USD	DIV	2009.JAN	ACTUAL	GLOBAL	1
USD	DIV	2009.FEB	ACTUAL	GLOBAL	1
USD	DIV	2009.MAR	ACTUAL	GLOBAL	1
USD	DIV	2009.APR	ACTUAL	GLOBAL	1
USD	DIV	2009.MAY	ACTUAL	GLOBAL	1
USD	DIV	2009.JUN	ACTUAL	GLOBAL	1
USD	DIV	2009.JUL	ACTUAL	GLOBAL	1
USD	DIV	2009.AUG	ACTUAL	GLOBAL	1
USD	DIV	2009.SEP	ACTUAL	GLOBAL	1
USD	DIV	2009.OCT	ACTUAL	GLOBAL	1
USD	DIV	2009.NOV	ACTUAL	GLOBAL	1
USD	DIV	2009.DEC	ACTUAL	GLOBAL	1
USD	DIV	2010.JAN	ACTUAL	GLOBAL	1
USD	DIV	2010.FEB	ACTUAL	GLOBAL	1
USD	DIV	2010.MAR	ACTUAL	GLOBAL	1
USD	DIV	2010.APR	ACTUAL	GLOBAL	1
USD	DIV	2010.MAY	ACTUAL	GLOBAL	1
USD	DIV	2010.JUN	ACTUAL	GLOBAL	1
USD	DIV	2010.JUL	ACTUAL	GLOBAL	1
USD	DIV	2010.AUG	ACTUAL	GLOBAL	1
USD	DIV	2010.SEP	ACTUAL	GLOBAL	1
USD	DIV	2010.OCT	ACTUAL	GLOBAL	1
USD	DIV	2010.NOV	ACTUAL	GLOBAL	1
USD	DIV	2010.DEC	ACTUAL	GLOBAL	1
USD	DIV	2011.JAN	ACTUAL	GLOBAL	1
USD	DIV	2011.FEB	ACTUAL	GLOBAL	1
USD	DIV	2011.MAR	ACTUAL	GLOBAL	1
USD	DIV	2011.APR	ACTUAL	GLOBAL	1
USD	DIV	2011.MAY	ACTUAL	GLOBAL	1
USD	DIV	2011.JUN	ACTUAL	GLOBAL	1
USD	DIV	2011.JUL	ACTUAL	GLOBAL	1
USD	DIV	2011.AUG	ACTUAL	GLOBAL	1
USD	DIV	2011.SEP	ACTUAL	GLOBAL	1
USD	DIV	2011.OCT	ACTUAL	GLOBAL	1
USD	DIV	2011.NOV	ACTUAL	GLOBAL	1
USD	DIV	2011.DEC	ACTUAL	GLOBAL	1
USD	DIV	2012.JAN	ACTUAL	GLOBAL	1
USD	DIV	2012.FEB	ACTUAL	GLOBAL	1
USD	DIV	2012.MAR	ACTUAL	GLOBAL	1
USD	DIV	2012.APR	ACTUAL	GLOBAL	1
USD	DIV	2012.MAY	ACTUAL	GLOBAL	1
USD	DIV	2012.JUN	ACTUAL	GLOBAL	1
USD	DIV	2012.JUL	ACTUAL	GLOBAL	1
USD	DIV	2012.AUG	ACTUAL	GLOBAL	1
USD	DIV	2012.SEP	ACTUAL	GLOBAL	1
USD	DIV	2012.OCT	ACTUAL	GLOBAL	1
USD	DIV	2012.NOV	ACTUAL	GLOBAL	1
USD	DIV	2012.DEC	ACTUAL	GLOBAL	1
USD	DIV	2013.JAN	ACTUAL	GLOBAL	1
USD	DIV	2013.FEB	ACTUAL	GLOBAL	1
USD	DIV	2013.MAR	ACTUAL	GLOBAL	1
USD	DIV	2013.APR	ACTUAL	GLOBAL	1
USD	DIV	2013.MAY	ACTUAL	GLOBAL	1
USD	DIV	2013.JUN	ACTUAL	GLOBAL	1
USD	DIV	2013.JUL	ACTUAL	GLOBAL	1
USD	DIV	2013.AUG	ACTUAL	GLOBAL	1
USD	DIV	2013.SEP	ACTUAL	GLOBAL	1
USD	DIV	2013.OCT	ACTUAL	GLOBAL	1
USD	DIV	2013.NOV	ACTUAL	GLOBAL	1
USD	DIV	2013.DEC	ACTUAL	GLOBAL	1
USD	DIV	2014.JAN	ACTUAL	GLOBAL	1
USD	DIV	2014.FEB	ACTUAL	GLOBAL	1
USD	DIV	2014.MAR	ACTUAL	GLOBAL	1
USD	DIV	2014.APR	ACTUAL	GLOBAL	1
USD	DIV	2014.MAY	ACTUAL	GLOBAL	1
USD	DIV	2014.JUN	ACTUAL	GLOBAL	1
USD	DIV	2014.JUL	ACTUAL	GLOBAL	1
USD	DIV	2014.AUG	ACTUAL	GLOBAL	1
USD	DIV	2014.SEP	ACTUAL	GLOBAL	1
USD	DIV	2014.OCT	ACTUAL	GLOBAL	1
USD	DIV	2014.NOV	ACTUAL	GLOBAL	1
USD	DIV	2014.DEC	ACTUAL	GLOBAL	1
USD	DIV	2015.JAN	ACTUAL	GLOBAL	1
USD	DIV	2015.FEB	ACTUAL	GLOBAL	1
USD	DIV	2015.MAR	ACTUAL	GLOBAL	1
USD	DIV	2015.APR	ACTUAL	GLOBAL	1
USD	DIV	2015.MAY	ACTUAL	GLOBAL	1
USD	DIV	2015.JUN	ACTUAL	GLOBAL	1
USD	DIV	2015.JUL	ACTUAL	GLOBAL	1
USD	DIV	2015.AUG	ACTUAL	GLOBAL	1
USD	DIV	2015.SEP	ACTUAL	GLOBAL	1
USD	DIV	2015.OCT	ACTUAL	GLOBAL	1
USD	DIV	2015.NOV	ACTUAL	GLOBAL	1
USD	DIV	2015.DEC	ACTUAL	GLOBAL	1
USD	DIV	2016.JAN	ACTUAL	GLOBAL	1
USD	DIV	2016.FEB	ACTUAL	GLOBAL	1
USD	DIV	2016.MAR	ACTUAL	GLOBAL	1
USD	DIV	2016.APR	ACTUAL	GLOBAL	1
USD	DIV	2016.MAY	ACTUAL	GLOBAL	1
USD	DIV	2016.JUN	ACTUAL	GLOBAL	1
USD	DIV	2016.JUL	ACTUAL	GLOBAL	1
USD	DIV	2016.AUG	ACTUAL	GLOBAL	1
USD	DIV	2016.SEP	ACTUAL	GLOBAL	1
USD	DIV	2016.OCT	ACTUAL	GLOBAL	1
USD	DIV	2016.NOV	ACTUAL	GLOBAL	1
USD	DIV	2016.DEC	ACTUAL	GLOBAL	1
USD	DIV	2017.JAN	ACTUAL	GLOBAL	1
USD	DIV	2017.FEB	ACTUAL	GLOBAL	1
USD	DIV	2017.MAR	ACTUAL	GLOBAL	1
USD	DIV	2017.APR	ACTUAL	GLOBAL	1
USD	DIV	2017.MAY	ACTUAL	GLOBAL	1
USD	DIV	2017.JUN	ACTUAL	GLOBAL	1
USD	DIV	2017.JUL	ACTUAL	GLOBAL	1
USD	DIV	2017.AUG	ACTUAL	GLOBAL	1
USD	DIV	2017.SEP	ACTUAL	GLOBAL	1
USD	DIV	2017.OCT	ACTUAL	GLOBAL	1
USD	DIV	2017.NOV	ACTUAL	GLOBAL	1
USD	DIV	2017.DEC	ACTUAL	GLOBAL	1
USD	DIV	2018.JAN	ACTUAL	GLOBAL	1
USD	DIV	2018.FEB	ACTUAL	GLOBAL	1
USD	DIV	2018.MAR	ACTUAL	GLOBAL	1
USD	DIV	2018.APR	ACTUAL	GLOBAL	1
USD	DIV	2018.MAY	ACTUAL	GLOBAL	1
USD	DIV	2018.JUN	ACTUAL	GLOBAL	1
USD	DIV	2018.JUL	ACTUAL	GLOBAL	1
USD	DIV	2018.AUG	ACTUAL	GLOBAL	1
USD	DIV	2018.SEP	ACTUAL	GLOBAL	1
USD	DIV	2018.OCT	ACTUAL	GLOBAL	1
USD	DIV	2018.NOV	ACTUAL	GLOBAL	1
USD	DIV	2018.DEC	ACTUAL	GLOBAL	1
USD	DIV	2019.JAN	ACTUAL	GLOBAL	1
USD	DIV	2019.FEB	ACTUAL	GLOBAL	1
USD	DIV	2019.MAR	ACTUAL	GLOBAL	1
USD	DIV	2019.APR	ACTUAL	GLOBAL	1
USD	DIV	2019.MAY	ACTUAL	GLOBAL	1
USD	DIV	2019.JUN	ACTUAL	GLOBAL	1
USD	DIV	2019.JUL	ACTUAL	GLOBAL	1
USD	DIV	2019.AUG	ACTUAL	GLOBAL	1
USD	DIV	2019.SEP	ACTUAL	GLOBAL	1
USD	DIV	2019.OCT	ACTUAL	GLOBAL	1
USD	DIV	2019.NOV	ACTUAL	GLOBAL	1
USD	DIV	2019.DEC	ACTUAL	GLOBAL	1
USD	DIV	2020.JAN	ACTUAL	GLOBAL	1
USD	DIV	2020.FEB	ACTUAL	GLOBAL	1
USD	DIV	2020.MAR	ACTUAL	GLOBAL	1
USD	DIV	2020.APR	ACTUAL	GLOBAL	1
USD	DIV	2020.MAY	ACTUAL	GLOBAL	1
USD	DIV	2020.JUN	ACTUAL	GLOBAL	1
USD	DIV	2020.JUL	ACTUAL	GLOBAL	1
USD	DIV	2020.AUG	ACTUAL	GLOBAL	1
USD	DIV	2020.SEP	ACTUAL	GLOBAL	1
USD	DIV	2020.OCT	ACTUAL	GLOBAL	1
USD	DIV	2020.NOV	ACTUAL	GLOBAL	1
USD	DIV	2020.DEC	ACTUAL	GLOBAL	1
USD	DIV	2021.JAN	ACTUAL	GLOBAL	1
USD	DIV	2021.FEB	ACTUAL	GLOBAL	1
USD	DIV	2021.MAR	ACTUAL	GLOBAL	1
USD	DIV	2021.APR	ACTUAL	GLOBAL	1
USD	DIV	2021.MAY	ACTUAL	GLOBAL	1
USD	DIV	2021.JUN	ACTUAL	GLOBAL	1
USD	DIV	2021.JUL	ACTUAL	GLOBAL	1
USD	DIV	2021.AUG	ACTUAL	GLOBAL	1
USD	DIV	2021.SEP	ACTUAL	GLOBAL	1
USD	DIV	2021.OCT	ACTUAL	GLOBAL	1
USD	DIV	2021.NOV	ACTUAL	GLOBAL	1
USD	DIV	2021.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2009.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2009.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2009.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2009.APR	ACTUAL	GLOBAL	1
NGN	DIV	2009.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2009.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2009.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2009.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2009.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2009.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2009.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2009.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2010.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2010.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2010.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2010.APR	ACTUAL	GLOBAL	1
NGN	DIV	2010.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2010.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2010.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2010.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2010.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2010.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2010.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2010.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2011.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2011.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2011.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2011.APR	ACTUAL	GLOBAL	1
NGN	DIV	2011.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2011.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2011.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2011.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2011.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2011.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2011.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2011.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2012.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2012.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2012.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2012.APR	ACTUAL	GLOBAL	1
NGN	DIV	2012.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2012.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2012.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2012.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2012.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2012.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2012.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2012.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2013.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2013.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2013.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2013.APR	ACTUAL	GLOBAL	1
NGN	DIV	2013.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2013.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2013.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2013.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2013.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2013.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2013.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2013.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2014.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2014.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2014.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2014.APR	ACTUAL	GLOBAL	1
NGN	DIV	2014.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2014.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2014.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2014.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2014.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2014.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2014.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2014.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2015.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2015.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2015.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2015.APR	ACTUAL	GLOBAL	1
NGN	DIV	2015.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2015.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2015.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2015.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2015.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2015.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2015.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2015.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2016.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2016.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2016.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2016.APR	ACTUAL	GLOBAL	1
NGN	DIV	2016.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2016.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2016.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2016.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2016.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2016.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2016.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2016.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2017.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2017.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2017.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2017.APR	ACTUAL	GLOBAL	1
NGN	DIV	2017.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2017.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2017.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2017.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2017.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2017.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2017.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2017.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2018.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2018.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2018.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2018.APR	ACTUAL	GLOBAL	1
NGN	DIV	2018.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2018.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2018.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2018.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2018.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2018.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2018.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2018.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2019.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2019.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2019.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2019.APR	ACTUAL	GLOBAL	1
NGN	DIV	2019.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2019.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2019.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2019.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2019.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2019.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2019.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2019.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2020.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2020.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2020.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2020.APR	ACTUAL	GLOBAL	1
NGN	DIV	2020.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2020.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2020.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2020.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2020.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2020.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2020.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2020.DEC	ACTUAL	GLOBAL	1
NGN	DIV	2021.JAN	ACTUAL	GLOBAL	1
NGN	DIV	2021.FEB	ACTUAL	GLOBAL	1
NGN	DIV	2021.MAR	ACTUAL	GLOBAL	1
NGN	DIV	2021.APR	ACTUAL	GLOBAL	1
NGN	DIV	2021.MAY	ACTUAL	GLOBAL	1
NGN	DIV	2021.JUN	ACTUAL	GLOBAL	1
NGN	DIV	2021.JUL	ACTUAL	GLOBAL	1
NGN	DIV	2021.AUG	ACTUAL	GLOBAL	1
NGN	DIV	2021.SEP	ACTUAL	GLOBAL	1
NGN	DIV	2021.OCT	ACTUAL	GLOBAL	1
NGN	DIV	2021.NOV	ACTUAL	GLOBAL	1
NGN	DIV	2021.DEC	ACTUAL	GLOBAL	1
